event_id,ocel:timestamp,ocel:activity,weight,price,ocel:type:items,ocel:type:products,ocel:type:customers,ocel:type:orders,ocel:type:packages
17571,2020-02-18 14:28:02,pick item,1.37,2500.0,['886334'],['MacBook Pro'],['Claudia Graf'],['991550'],
17572,2020-02-18 14:28:02,create package,3.551,4986.98,"['886471', '886019', '886472', '886356', '886476', '886469']","['iPhone 11', 'iPhone X', 'iPad Pro', 'Echo Plus', 'Fire Stick', 'MacBook Air']",['Seran Uysal'],"['991474', '991554', '991582']",['661029']
17573,2020-02-18 14:51:00,pick item,0.166,799.0,['886496'],['iPhone 11'],['Majid Rafiei'],['991586'],
17574,2020-02-18 14:51:40,pick item,0.483,79.99,['886482'],['Kindle'],['Gyunam Park'],['991583'],
17575,2020-02-18 14:57:12,confirm order,1.403,1049.98,"['886452', '886451', '886449', '886450']","['iPad Air', 'Kindle', 'iPad mini', 'Fire Stick']",['Junxiong Gao'],['991576'],
17576,2020-02-18 15:00:45,pick item,0.98,129.99,['886516'],['Echo Show 8'],['Lisa Mannel'],['991591'],
17577,2020-02-18 15:01:51,pick item,0.188,1149.0,['886078'],['iPhone 11 Pro'],['Christine Dobbert'],['991486'],
17578,2020-02-18 15:05:31,pick item,0.2,39.99,['886415'],['Fire Stick'],['Mohammadreza Fani Sani'],['991566'],
17579,2020-02-18 15:15:59,pick item,0.483,495.0,['886497'],['iPad'],['Gyunam Park'],['991587'],
17580,2020-02-18 15:15:59,create package,1.956,1852.0,"['886446', '886502', '886444', '886445']","['Kindle Paperwhite', 'iPad', 'iPad Pro']",['Christina Rensinghof'],"['991588', '991574']",['661030']
17581,2020-02-18 15:16:27,send package,2.407,4982.99,"['886402', '886345', '886077', '886338', '886350']","['iPhone 11', 'iPhone 11 Pro', 'Fire Stick', 'MacBook Pro', 'iPad']",['Christine Dobbert'],"['991551', '991486', '991562', '991552']",['661028']
17582,2020-02-18 15:23:22,reorder item,1.48,199.99,['886417'],['Echo Studio'],['Kefang Ding'],['991567'],
17583,2020-02-18 15:24:47,failed delivery,3.589,4212.98,"['885982', '886327', '886431', '886244', '886355', '886433']","['iPad', 'iPhone 8', 'Echo Plus', 'Fire Stick', 'MacBook Air', 'iPhone 11']",['Mahsa Bafrani'],"['991548', '991530', '991462', '991570', '991553']",['661023']
17584,2020-02-18 15:24:55,pick item,0.98,129.99,['886515'],['Echo Show 8'],['Lisa Mannel'],['991591'],
17585,2020-02-18 15:32:11,pick item,0.78,99.99,['886470'],['Echo'],['Seran Uysal'],['991582'],
17586,2020-02-18 15:32:44,pay order,1.826,983.98,"['885893', '885895', '885894']","['iPhone 11', 'Echo Dot', 'Echo Plus']",['Anahita Farhang Ghahfarokhi'],['991443'],
17587,2020-02-18 15:33:40,pay order,2.795,839.98,"['886406', '886405', '886408', '886407']","['iPad Air', 'Kindle Paperwhite', 'Echo Dot', 'Echo Studio']",['Claudia Graf'],['991563'],
17588,2020-02-18 15:34:27,pay order,0.38,34.99,['886230'],['Echo Dot'],['Mahnaz Qafari'],['991527'],
17589,2020-02-18 15:37:31,pick item,0.28,449.0,['886501'],['iPad mini'],['Christina Rensinghof'],['991588'],
17590,2020-02-18 15:45:27,place order,1.051,1263.98,"['886519', '886520', '886521']","['iPhone 11 Pro', 'Echo Dot', 'Kindle']",['Kefang Ding'],['991593'],
17591,2020-02-18 15:58:15,package delivered,4.525,1187.95,"['886423', '886416', '886316', '886422', '886295', '886424', '886314']","['iPhone 8', 'Echo Plus', 'Fire Stick', 'Fire Stick 4K', 'Kindle Paperwhite', 'Echo']",['Mohammadreza Fani Sani'],"['991566', '991540', '991545', '991568']",['661024']
17592,2020-02-18 16:05:35,pay order,0.649,883.99,"['886468', '886467']","['iPhone 11', 'Kindle']",['Marco Pegoraro'],['991581'],
17593,2020-02-18 16:11:40,item out of stock,0.28,449.0,['886474'],['iPad mini'],['Seran Uysal'],['991582'],
17594,2020-02-18 16:14:04,item out of stock,0.172,699.0,['886509'],['iPhone X'],['Tobias Brockhoff'],['991590'],
17595,2020-02-18 16:18:56,send package,2.699,3458.98,"['886468', '886487', '886414', '886486']","['iPad Pro', 'Kindle', 'MacBook Air']",['Marco Pegoraro'],"['991584', '991581', '991565']",['661027']
17596,2020-02-18 16:29:46,pick item,0.172,699.0,['886508'],['iPhone X'],['Tobias Brockhoff'],['991590'],
17597,2020-02-18 16:29:46,create package,4.003,5179.98,"['886386', '886388', '886389', '886391']","['MacBook Pro', 'Kindle', 'Echo']",['Mahnaz Qafari'],"['991559', '991558']",['661031']
17598,2020-02-18 16:31:02,pay order,1.28,154.99,['885988'],['Echo Plus'],['Gyunam Park'],['991464'],
17599,2020-02-18 16:36:24,pick item,0.495,129.0,['886505'],['Kindle Paperwhite'],['Tobias Brockhoff'],['991590'],
17600,2020-02-18 16:55:11,pick item,0.44,476.0,['886484'],['iPad Air'],['Gyunam Park'],['991583'],
17601,2020-02-18 17:00:47,package delivered,1.745,2329.0,"['886436', '886296']","['Kindle Paperwhite', 'MacBook Air']",['Majid Rafiei'],"['991541', '991571']",['661021']
17602,2020-02-18 17:09:44,item out of stock,1.25,2200.0,['886512'],['MacBook Air'],['Lisa Mannel'],['991591'],
17603,2020-02-18 17:11:47,pick item,0.172,699.0,['886500'],['iPhone X'],['Christina Rensinghof'],['991588'],
17604,2020-02-18 17:18:15,send package,1.956,1852.0,"['886446', '886502', '886444', '886445']","['Kindle Paperwhite', 'iPad', 'iPad Pro']",['Christina Rensinghof'],"['991588', '991574']",['661030']
17605,2020-02-18 17:22:45,confirm order,1.051,1263.98,"['886519', '886520', '886521']","['iPhone 11 Pro', 'Echo Dot', 'Kindle']",['Kefang Ding'],['991593'],
17606,2020-02-18 17:39:08,pick item,0.188,1149.0,['886297'],['iPhone 11 Pro'],['Mahnaz Qafari'],['991542'],
17607,2020-02-18 17:39:08,create package,1.5830000000000002,1034.98,"['886452', '886451', '886450', '885480']","['Kindle', 'iPad Air', 'Echo Dot', 'iPad mini']",['Junxiong Gao'],"['991351', '991576']",['661032']
17608,2020-02-18 17:50:17,item out of stock,0.28,89.99,['886499'],['Fire Stick 4K'],['Gyunam Park'],['991587'],
17609,2020-02-18 17:50:41,place order,2.853,1268.98,"['886522', '886523', '886524', '886525']","['Echo Show 5', 'iPhone 8', 'Echo Plus', 'iPad']",['Mahnaz Qafari'],['991594'],
17610,2020-02-18 17:55:35,pick item,0.172,699.0,['886461'],['iPhone X'],['Kefang Ding'],['991578'],
17611,2020-02-18 17:58:00,pick item,0.88,89.99,['886365'],['Echo Show 5'],['Claudia Graf'],['991555'],
17612,2020-02-18 18:18:43,pick item,0.483,495.0,['886432'],['iPad'],['Mahsa Bafrani'],['991570'],
17613,2020-02-18 18:40:54,pick item,0.172,699.0,['886065'],['iPhone X'],['Mahsa Bafrani'],['991484'],
17614,2020-02-18 18:40:54,create package,1.3019999999999998,3974.0,"['886463', '886461', '886373', '886396', '886460', '886458']","['iPhone 11 Pro', 'iPhone X', 'iPhone 8', 'iPad mini']",['Kefang Ding'],"['991560', '991556', '991578']",['661033']
17615,2020-02-18 19:45:13,pick item,0.28,89.99,['886489'],['Fire Stick 4K'],['Mahsa Bafrani'],['991585'],
17616,2020-02-18 20:11:38,place order,0.99,633.99,"['886526', '886527']","['iPhone 8', 'Echo']",['Junxiong Gao'],['991595'],
17617,2020-02-18 21:29:34,confirm order,0.99,633.99,"['886526', '886527']","['iPhone 8', 'Echo']",['Junxiong Gao'],['991595'],
17618,2020-02-18 21:39:42,payment reminder,4.369,2831.95,"['886039', '886041', '886038', '886040', '886036', '886034', '886037', '886035']","['Kindle Paperwhite', 'iPhone 11 Pro', 'Kindle', 'Echo Dot', 'iPad Pro', 'Echo Plus', 'Fire Stick 4K', 'Echo']",['Luis Santos'],['991479'],
17619,2020-02-18 22:19:27,send package,5.662000000000001,2174.95,"['886406', '886370', '885933', '886405', '886363', '886407', '886335', '886364', '886408', '886332']","['iPad Air', 'iPad', 'Kindle', 'Echo Dot', 'Kindle Paperwhite', 'Echo Studio']",['Claudia Graf'],"['991450', '991555', '991550', '991563']",['661026']
17620,2020-02-18 23:02:51,place order,1.65,2594.99,"['886528', '886529']","['MacBook Pro', 'Fire Stick 4K']",['Christine Dobbert'],['991596'],
17621,2020-02-19 00:00:00,create package,3.674,3344.96,"['886477', '886482', '886478', '886480', '886484', '886498', '886483', '886497', '886481']","['iPad Air', 'iPad', 'Echo Show 5', 'iPhone 11 Pro', 'Fire Stick', 'Kindle', 'Fire Stick 4K', 'iPad mini']",['Gyunam Park'],"['991583', '991587']",['661034']
17622,2020-02-19 08:47:36,pick item,0.495,129.0,['886453'],['Kindle Paperwhite'],['Mohammadreza Fani Sani'],['991577'],
17623,2020-02-19 08:48:39,pay order,1.648,1413.97,"['885752', '885751', '885749', '885750']","['iPhone 11 Pro', 'Fire Stick', 'Echo Show 8', 'Fire Stick 4K']",['Seran Uysal'],['991409'],
17624,2020-02-19 08:55:00,place order,0.544,1442.99,"['886530', '886532', '886531']","['iPhone X', 'Fire Stick']",['Majid Rafiei'],['991597'],
17625,2020-02-19 09:04:42,send package,1.3019999999999998,3974.0,"['886463', '886461', '886373', '886396', '886460', '886458']","['iPhone 11 Pro', 'iPhone X', 'iPhone 8', 'iPad mini']",['Kefang Ding'],"['991560', '991556', '991578']",['661033']
17626,2020-02-19 09:06:50,package delivered,1.3019999999999998,3974.0,"['886463', '886461', '886373', '886396', '886460', '886458']","['iPhone 11 Pro', 'iPhone X', 'iPhone 8', 'iPad mini']",['Kefang Ding'],"['991560', '991556', '991578']",['661033']
17627,2020-02-19 09:11:54,package delivered,3.589,4212.98,"['885982', '886327', '886431', '886244', '886355', '886433']","['iPad', 'iPhone 8', 'Echo Plus', 'Fire Stick', 'MacBook Air', 'iPhone 11']",['Mahsa Bafrani'],"['991548', '991530', '991462', '991570', '991553']",['661023']
17628,2020-02-19 09:22:00,pick item,1.37,2500.0,['886485'],['MacBook Pro'],['Gyunam Park'],['991583'],
17629,2020-02-19 09:39:41,failed delivery,2.699,3458.98,"['886468', '886487', '886414', '886486']","['iPad Pro', 'Kindle', 'MacBook Air']",['Marco Pegoraro'],"['991584', '991581', '991565']",['661027']
17630,2020-02-19 09:44:19,confirm order,1.643,679.98,"['886498', '886499', '886497']","['Echo Show 5', 'iPad', 'Fire Stick 4K']",['Gyunam Park'],['991587'],
17631,2020-02-19 10:02:00,send package,3.674,3344.96,"['886477', '886482', '886478', '886480', '886484', '886498', '886483', '886497', '886481']","['iPad Air', 'iPad', 'Echo Show 5', 'iPhone 11 Pro', 'Fire Stick', 'Kindle', 'Fire Stick 4K', 'iPad mini']",['Gyunam Park'],"['991583', '991587']",['661034']
17632,2020-02-19 10:04:35,pay order,2.75,552.98,"['886410', '886409', '886412', '886411']","['Kindle Paperwhite', 'Echo Studio', 'Fire Stick 4K']",['Wil van der Aalst'],['991564'],
17633,2020-02-19 10:05:22,pick item,0.483,79.99,['886488'],['Kindle'],['Mahsa Bafrani'],['991585'],
17634,2020-02-19 10:22:40,send package,1.5830000000000002,1034.98,"['886452', '886451', '886450', '885480']","['Kindle', 'iPad Air', 'Echo Dot', 'iPad mini']",['Junxiong Gao'],"['991351', '991576']",['661032']
17635,2020-02-19 10:31:42,pick item,1.48,199.99,['886352'],['Echo Studio'],['Mahsa Bafrani'],['991553'],
17636,2020-02-19 10:32:53,pick item,0.483,1099.0,['886492'],['iPad Pro'],['Majid Rafiei'],['991586'],
17637,2020-02-19 10:33:36,package delivered,1.5830000000000002,1034.98,"['886452', '886451', '886450', '885480']","['Kindle', 'iPad Air', 'Echo Dot', 'iPad mini']",['Junxiong Gao'],"['991351', '991576']",['661032']
17638,2020-02-19 10:40:55,confirm order,0.544,1442.99,"['886530', '886532', '886531']","['iPhone X', 'Fire Stick']",['Majid Rafiei'],['991597'],
17639,2020-02-19 10:44:53,reorder item,0.188,1149.0,['886384'],['iPhone 11 Pro'],['Mahnaz Qafari'],['991558'],
17640,2020-02-19 11:06:51,pick item,0.166,799.0,['886466'],['iPhone 11'],['Mohammadreza Fani Sani'],['991580'],
17641,2020-02-19 11:11:49,package delivered,1.956,1852.0,"['886446', '886502', '886444', '886445']","['Kindle Paperwhite', 'iPad', 'iPad Pro']",['Christina Rensinghof'],"['991588', '991574']",['661030']
17642,2020-02-19 11:12:17,place order,3.313,6333.0,"['886533', '886535', '886536', '886534']","['iPhone 8', 'iPad Pro', 'MacBook Pro', 'MacBook Air']",['Christine Dobbert'],['991598'],
17643,2020-02-19 11:17:58,pick item,1.37,2500.0,['886528'],['MacBook Pro'],['Christine Dobbert'],['991596'],
17644,2020-02-19 11:38:19,item out of stock,0.495,129.0,['886441'],['Kindle Paperwhite'],['Wil van der Aalst'],['991573'],
17645,2020-02-19 12:01:05,pick item,0.166,799.0,['886430'],['iPhone 11'],['Tobias Brockhoff'],['991569'],
17646,2020-02-19 12:03:59,package delivered,5.662000000000001,2174.95,"['886406', '886370', '885933', '886405', '886363', '886407', '886335', '886364', '886408', '886332']","['iPad Air', 'iPad', 'Kindle', 'Echo Dot', 'Kindle Paperwhite', 'Echo Studio']",['Claudia Graf'],"['991450', '991555', '991550', '991563']",['661026']
17647,2020-02-19 12:05:55,pick item,0.21,529.0,['886459'],['iPhone 8'],['Kefang Ding'],['991578'],
17648,2020-02-19 12:29:50,pay order,6.105,3183.97,"['886454', '886457', '886456', '886455', '886453']","['Kindle Paperwhite', 'Echo Studio', 'Echo Plus', 'MacBook Pro']",['Mohammadreza Fani Sani'],['991577'],
17649,2020-02-19 12:40:53,item out of stock,1.28,149.99,['886524'],['Echo Plus'],['Mahnaz Qafari'],['991594'],
17650,2020-02-19 12:44:22,place order,1.656,2616.99,"['886541', '886539', '886540', '886537', '886538']","['iPhone 8', 'iPad mini', 'iPad Pro', 'Fire Stick', 'iPad']",['Tobias Brockhoff'],['991599'],
17651,2020-02-19 12:45:33,pick item,0.483,495.0,['886522'],['iPad'],['Mahnaz Qafari'],['991594'],
17652,2020-02-19 12:50:10,pick item,0.483,495.0,['886511'],['iPad'],['Lisa Mannel'],['991591'],
17653,2020-02-19 13:15:55,pick item,1.28,149.99,['886443'],['Echo Plus'],['Christina Rensinghof'],['991574'],
17654,2020-02-19 13:20:45,send package,3.551,4986.98,"['886471', '886019', '886472', '886356', '886476', '886469']","['iPhone 11', 'iPhone X', 'iPad Pro', 'Echo Plus', 'Fire Stick', 'MacBook Air']",['Seran Uysal'],"['991474', '991554', '991582']",['661029']
17655,2020-02-19 13:28:27,item out of stock,1.37,2500.0,['886533'],['MacBook Pro'],['Christine Dobbert'],['991598'],
17656,2020-02-19 14:15:11,pick item,0.483,1099.0,['886535'],['iPad Pro'],['Christine Dobbert'],['991598'],
17657,2020-02-19 14:18:29,pay order,4.369,2831.95,"['886039', '886041', '886038', '886040', '886036', '886034', '886037', '886035']","['Kindle Paperwhite', 'iPhone 11 Pro', 'Kindle', 'Echo Dot', 'iPad Pro', 'Echo Plus', 'Fire Stick 4K', 'Echo']",['Luis Santos'],['991479'],
17658,2020-02-19 14:35:22,pay order,6.237,6293.95,"['886342', '886347', '886350', '886345', '886340', '886348', '886346', '886341', '886344', '886349', '886343', '886351']","['iPad Air', 'iPhone X', 'iPad', 'MacBook Pro', 'Echo Show 5', 'Fire Stick', 'Echo Show 8', 'iPhone 11', 'Echo Dot']",['Christine Dobbert'],['991552'],
17659,2020-02-19 14:47:20,package delivered,2.407,4982.99,"['886402', '886345', '886077', '886338', '886350']","['iPhone 11', 'iPhone 11 Pro', 'Fire Stick', 'MacBook Pro', 'iPad']",['Christine Dobbert'],"['991551', '991486', '991562', '991552']",['661028']
17660,2020-02-19 14:48:24,package delivered,3.674,3344.96,"['886477', '886482', '886478', '886480', '886484', '886498', '886483', '886497', '886481']","['iPad Air', 'iPad', 'Echo Show 5', 'iPhone 11 Pro', 'Fire Stick', 'Kindle', 'Fire Stick 4K', 'iPad mini']",['Gyunam Park'],"['991583', '991587']",['661034']
17661,2020-02-19 14:48:31,place order,1.916,3333.99,"['886544', '886543', '886542']","['iPhone 11', 'Echo Dot', 'MacBook Pro']",['Kefang Ding'],['991600'],
17662,2020-02-19 14:49:53,send package,4.003,5179.98,"['886386', '886388', '886389', '886391']","['MacBook Pro', 'Kindle', 'Echo']",['Mahnaz Qafari'],"['991559', '991558']",['661031']
17663,2020-02-19 15:00:35,pick item,0.21,529.0,['886538'],['iPhone 8'],['Tobias Brockhoff'],['991599'],
17664,2020-02-19 15:00:35,create package,1.809,1423.98,"['885965', '885895', '886440', '885867']","['iPhone 11', 'Echo Dot', 'iPad', 'Echo']",['Anahita Farhang Ghahfarokhi'],"['991437', '991572', '991457', '991443']",['661035']
17665,2020-02-19 15:10:43,pick item,0.28,89.99,['886514'],['Fire Stick 4K'],['Lisa Mannel'],['991591'],
17666,2020-02-19 15:17:47,confirm order,3.313,6333.0,"['886533', '886535', '886536', '886534']","['iPhone 8', 'iPad Pro', 'MacBook Pro', 'MacBook Air']",['Christine Dobbert'],['991598'],
17667,2020-02-19 15:26:03,confirm order,1.656,2616.99,"['886541', '886539', '886540', '886537', '886538']","['iPhone 8', 'iPad mini', 'iPad Pro', 'Fire Stick', 'iPad']",['Tobias Brockhoff'],['991599'],
17668,2020-02-19 15:46:45,send package,1.809,1423.98,"['885965', '885895', '886440', '885867']","['iPhone 11', 'Echo Dot', 'iPad', 'Echo']",['Anahita Farhang Ghahfarokhi'],"['991437', '991572', '991457', '991443']",['661035']
17669,2020-02-19 15:53:06,pick item,0.21,529.0,['886523'],['iPhone 8'],['Mahnaz Qafari'],['991594'],
17670,2020-02-19 16:07:17,pick item,1.25,2200.0,['886534'],['MacBook Air'],['Christine Dobbert'],['991598'],
17671,2020-02-19 16:13:50,reorder item,0.172,699.0,['886509'],['iPhone X'],['Tobias Brockhoff'],['991590'],
17672,2020-02-19 16:27:35,pick item,0.88,89.99,['886503'],['Echo Show 5'],['Mohammadreza Fani Sani'],['991589'],
17673,2020-02-19 16:27:35,create package,2.6060000000000003,2365.97,"['886507', '886508', '886430', '886505', '886538', '886426', '886428']","['iPhone X', 'Echo Show 5', 'iPhone 8', 'Fire Stick', 'Kindle', 'iPhone 11', 'Kindle Paperwhite']",['Tobias Brockhoff'],"['991599', '991590', '991569']",['661036']
17674,2020-02-19 16:43:50,pick item,0.38,29.99,['886442'],['Echo Dot'],['Christina Rensinghof'],['991574'],
17675,2020-02-19 16:44:15,item out of stock,0.483,79.99,['886519'],['Kindle'],['Kefang Ding'],['991593'],
17676,2020-02-19 16:46:31,pick item,0.38,29.99,['886521'],['Echo Dot'],['Kefang Ding'],['991593'],
17677,2020-02-19 16:53:23,pick item,0.78,99.99,['886195'],['Echo'],['Lisa Mannel'],['991520'],
17678,2020-02-19 16:56:50,place order,1.865,2634.0,"['886546', '886545']","['Kindle Paperwhite', 'MacBook Pro']",['Mahnaz Qafari'],['991601'],
17679,2020-02-19 17:01:36,pay order,1.09,623.99,"['886002', '886003']","['Echo Show 5', 'iPhone 8']",['Kefang Ding'],['991469'],
17680,2020-02-19 17:03:06,pick item,0.88,89.99,['885669'],['Echo Show 5'],['Anahita Farhang Ghahfarokhi'],['991393'],
17681,2020-02-19 17:09:29,confirm order,2.853,1268.98,"['886522', '886523', '886524', '886525']","['Echo Show 5', 'iPhone 8', 'Echo Plus', 'iPad']",['Mahnaz Qafari'],['991594'],
17682,2020-02-19 17:19:26,pick item,1.37,2500.0,['886454'],['MacBook Pro'],['Mohammadreza Fani Sani'],['991577'],
17683,2020-02-19 17:26:10,reorder item,1.25,2200.0,['886512'],['MacBook Air'],['Lisa Mannel'],['991591'],
17684,2020-02-19 17:35:45,pay order,2.73,2404.99,"['886414', '886413']","['Echo Studio', 'MacBook Air']",['Marco Pegoraro'],['991565'],
17685,2020-02-19 17:41:02,item out of stock,1.25,2200.0,['886434'],['MacBook Air'],['Mahsa Bafrani'],['991570'],
17686,2020-02-19 17:42:22,pick item,0.78,99.99,['885914'],['Echo'],['Mahsa Bafrani'],['991447'],
17687,2020-02-19 18:10:11,item out of stock,0.172,699.0,['886531'],['iPhone X'],['Majid Rafiei'],['991597'],
17688,2020-02-19 18:11:12,pick item,0.483,495.0,['886537'],['iPad'],['Tobias Brockhoff'],['991599'],
17689,2020-02-19 18:11:12,create package,4.7780000000000005,2259.94,"['886491', '885914', '886488', '886490', '886432', '886489', '886352', '886065', '886160']","['iPad Air', 'iPhone X', 'iPad', 'Kindle', 'Fire Stick 4K', 'Echo Dot', 'Echo Studio', 'Echo']",['Mahsa Bafrani'],"['991484', '991510', '991585', '991570', '991447', '991553']",['661037']
17690,2020-02-19 18:26:21,pay order,3.523,4392.97,"['884977', '884978', '884975', '884976', '884979', '884980']","['iPhone 8', 'iPad Pro', 'Fire Stick 4K', 'Fire Stick', 'Echo Show 8', 'MacBook Pro']",['Kefang Ding'],['991223'],
17691,2020-02-19 18:27:05,pick item,0.188,1149.0,['886520'],['iPhone 11 Pro'],['Kefang Ding'],['991593'],
17692,2020-02-19 19:13:27,place order,0.94,573.98,"['886548', '886547', '886549']","['Echo Dot', 'iPad mini', 'Fire Stick 4K']",['Christina Rensinghof'],['991602'],
17693,2020-02-19 19:50:23,pick item,0.483,495.0,['886400'],['iPad'],['Junxiong Gao'],['991561'],
17694,2020-02-19 20:12:07,item out of stock,0.166,799.0,['886544'],['iPhone 11'],['Kefang Ding'],['991600'],
17695,2020-02-19 20:31:58,pay order,4.763,6855.99,"['886156', '886160', '886159', '886157', '886155', '886158']","['iPad Air', 'Echo', 'iPad Pro', 'MacBook Pro', 'MacBook Air']",['Mahsa Bafrani'],['991510'],
17696,2020-02-19 20:42:31,pick item,0.28,89.99,['886479'],['Fire Stick 4K'],['Gyunam Park'],['991583'],
17697,2020-02-19 22:05:37,reorder item,0.98,129.99,['886394'],['Echo Show 8'],['Mahnaz Qafari'],['991559'],
17698,2020-02-19 22:06:29,place order,1.403,2208.0,"['886551', '886550', '886552', '886553']","['iPhone 11 Pro', 'Kindle Paperwhite', 'iPad Air', 'iPad mini']",['Christine Dobbert'],['991603'],
17699,2020-02-20 07:56:48,place order,1.26,124.98,"['886555', '886554']","['Echo Show 5', 'Echo Dot']",['Gyunam Park'],['991604'],
17700,2020-02-20 08:53:02,pay order,7.353,2181.94,"['886289', '886295', '886290', '886287', '886294', '886293', '886292', '886288', '886291']","['Kindle Paperwhite', 'Echo Dot', 'Echo Studio', 'iPad Pro', 'Echo', 'Fire Stick 4K']",['Mohammadreza Fani Sani'],['991540'],
17701,2020-02-20 08:57:20,pick item,0.98,129.99,['886439'],['Echo Show 8'],['Anahita Farhang Ghahfarokhi'],['991572'],
17702,2020-02-20 09:00:56,pay order,1.4480000000000002,1373.98,"['886266', '886265', '886264']","['iPhone 11 Pro', 'Echo Show 8', 'Fire Stick 4K']",['Seran Uysal'],['991533'],
17703,2020-02-20 09:03:41,confirm order,1.403,2208.0,"['886551', '886550', '886552', '886553']","['iPhone 11 Pro', 'Kindle Paperwhite', 'iPad Air', 'iPad mini']",['Christine Dobbert'],['991603'],
17704,2020-02-20 09:13:25,pay order,4.53,2944.97,"['886354', '886352', '886353', '886355']","['Echo Studio', 'MacBook Pro', 'Fire Stick']",['Mahsa Bafrani'],['991553'],
17705,2020-02-20 09:19:26,item out of stock,0.495,129.0,['886550'],['Kindle Paperwhite'],['Christine Dobbert'],['991603'],
17706,2020-02-20 09:26:46,failed delivery,3.551,4986.98,"['886471', '886019', '886472', '886356', '886476', '886469']","['iPhone 11', 'iPhone X', 'iPad Pro', 'Echo Plus', 'Fire Stick', 'MacBook Air']",['Seran Uysal'],"['991474', '991554', '991582']",['661029']
17707,2020-02-20 09:55:11,reorder item,0.172,699.0,['886531'],['iPhone X'],['Majid Rafiei'],['991597'],
17708,2020-02-20 10:00:56,item out of stock,1.37,2500.0,['886543'],['MacBook Pro'],['Kefang Ding'],['991600'],
17709,2020-02-20 10:23:33,payment reminder,3.175,3092.97,"['886091', '886092', '886089', '886094', '886088', '886093', '886090']","['iPhone 11', 'Echo Dot', 'iPad Pro', 'Fire Stick', 'Echo Show 8', 'iPad']",['Gyunam Park'],['991489'],
17710,2020-02-20 10:46:16,place order,1.052,793.99,"['886557', '886556']","['Echo Show 5', 'iPhone X']",['Christina Rensinghof'],['991605'],
17711,2020-02-20 10:59:56,pick item,0.21,529.0,['886437'],['iPhone 8'],['Majid Rafiei'],['991571'],
17712,2020-02-20 11:01:42,pay order,1.188,2528.0,"['885945', '885944', '885942', '885943']","['iPad Air', 'iPhone 11 Pro', 'iPad mini']",['Christina Rensinghof'],['991452'],
17713,2020-02-20 11:05:31,package delivered,4.003,5179.98,"['886386', '886388', '886389', '886391']","['MacBook Pro', 'Kindle', 'Echo']",['Mahnaz Qafari'],"['991559', '991558']",['661031']
17714,2020-02-20 11:07:04,reorder item,0.483,79.99,['886519'],['Kindle'],['Kefang Ding'],['991593'],
17715,2020-02-20 11:11:42,pick item,0.28,89.99,['886427'],['Fire Stick 4K'],['Tobias Brockhoff'],['991569'],
17716,2020-02-20 11:13:00,pick item,1.28,149.99,['886455'],['Echo Plus'],['Mohammadreza Fani Sani'],['991577'],
17717,2020-02-20 11:17:23,package delivered,2.699,3458.98,"['886468', '886487', '886414', '886486']","['iPad Pro', 'Kindle', 'MacBook Air']",['Marco Pegoraro'],"['991584', '991581', '991565']",['661027']
17718,2020-02-20 11:24:00,pick item,0.88,89.99,['886525'],['Echo Show 5'],['Mahnaz Qafari'],['991594'],
17719,2020-02-20 11:40:38,pick item,0.38,29.99,['886548'],['Echo Dot'],['Christina Rensinghof'],['991602'],
17720,2020-02-20 11:40:38,create package,0.763,1548.0,"['886464', '885862']","['iPad mini', 'iPad Pro']",['Luis Santos'],"['991579', '991435']",['661038']
17721,2020-02-20 11:45:53,confirm order,1.916,3333.99,"['886544', '886543', '886542']","['iPhone 11', 'Echo Dot', 'MacBook Pro']",['Kefang Ding'],['991600'],
17722,2020-02-20 11:56:27,pay order,0.544,1442.99,"['886530', '886532', '886531']","['iPhone X', 'Fire Stick']",['Majid Rafiei'],['991597'],
17723,2020-02-20 12:00:34,item out of stock,0.28,449.0,['886547'],['iPad mini'],['Christina Rensinghof'],['991602'],
17724,2020-02-20 12:07:27,item out of stock,1.28,149.99,['886513'],['Echo Plus'],['Lisa Mannel'],['991591'],
17725,2020-02-20 12:13:37,pick item,1.25,2200.0,['886475'],['MacBook Air'],['Seran Uysal'],['991582'],
17726,2020-02-20 12:21:50,pick item,0.38,29.99,['886554'],['Echo Dot'],['Gyunam Park'],['991604'],
17727,2020-02-20 12:21:50,create package,7.871,4982.95,"['886454', '886466', '886455', '886420', '886415', '886504', '886453', '886503', '886457', '886465']","['iPad Air', 'MacBook Pro', 'Echo Show 5', 'Echo Plus', 'Fire Stick', 'iPhone 11', 'Kindle Paperwhite', 'Echo Studio', 'iPad mini']",['Mohammadreza Fani Sani'],"['991580', '991566', '991577', '991568', '991589']",['661039']
17728,2020-02-20 12:38:42,package delivered,3.551,4986.98,"['886471', '886019', '886472', '886356', '886476', '886469']","['iPhone 11', 'iPhone X', 'iPad Pro', 'Echo Plus', 'Fire Stick', 'MacBook Air']",['Seran Uysal'],"['991474', '991554', '991582']",['661029']
17729,2020-02-20 12:52:20,place order,2.23,2334.99,"['886559', '886558']","['Echo Show 8', 'MacBook Air']",['Gyunam Park'],['991606'],
17730,2020-02-20 12:57:30,pay order,1.051,1263.98,"['886519', '886520', '886521']","['iPhone 11 Pro', 'Echo Dot', 'Kindle']",['Kefang Ding'],['991593'],
17731,2020-02-20 13:22:51,pick item,0.28,89.99,['886549'],['Fire Stick 4K'],['Christina Rensinghof'],['991602'],
